study_key,pmid,doi,year,journal,title,study_design,method_family,evaluation,failure_modes,field_strength,field_strength_evidence,pulse_sequences,reference_standard,public_dataset_or_benchmark,code_available,full_text_basis,source_record
S190,33039617,10.1016/j.neuroimage.2020.117366,2021,NeuroImage,Uncertainty modelling in deep learning for safer neuroimage enhancement: Demonstration in diffusion MRI.,Algorithmic / methodological reconstruction study,Super-resolution,Uncertainty estimation,Robustness / distribution shift,3T,"et al. (2016), a variant of CNN was applied to predict 7T images from 3T MRI, where both contrast and resolution are enhanced. Another notable",T1w;T2w;DWI,Stated ground truth (unspecified),HCP;Human Connectome;Human connectome;human connectome,yes,full text,2021 - Uncertainty modelling in deep learning for safer neuroimage enhancement Demonstration in diffusion MRI. - PMID 33039617.md
S191,35753594,10.1016/j.neuroimage.2022.119411,2022,NeuroImage,Stacked U-Nets with self-assisted priors towards robust correction of rigid motion artifact in brain MRI.,Algorithmic / methodological reconstruction study,Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE),Motion degradation,3T,"hted gradient echoes, called BRAin VOlume (BRAVO), were acquired on a 3.0 Tesla MRI scanner (SIGNA Premier, GE Healthcare, United States) with the fo",T1w;T2w;FLAIR;DWI,Expert reader consensus,,yes,full text,2022 - Stacked U-Nets with self-assisted priors towards robust correction of rigid motion artifact in brain MRI. - PMID 35753594.md
S192,34863809,10.1016/j.neurad.2021.11.007,2022,Journal of neuroradiology = Journal de neuroradiologie,The effect of a post-scan processing denoising system on image quality and morphometric analysis.,Algorithmic / methodological reconstruction study,Denoising,,,1.5T,n MR image quality and brain morphometric analysis. METHODS: We used 1.5T MP-RAGE MR images acquired from the Alzheimer's Disease Neuroimaging,T1w,Stated ground truth (unspecified),ADNI;adni,not stated,full text,2022 - The effect of a post-scan processing denoising system on image quality and morphometric analysis. - PMID 34863809.md
S193,37263108,10.1016/j.media.2023.102850,2023,Medical image analysis,Automatic brain MRI motion artifact detection based on end-to-end deep learning is similarly effective as traditional machine learning trained on image quality metrics.,Diagnostic accuracy / reader study,,Observer / reader study,Motion degradation,3T,"pants. Image acquisitions were performed on a Siemens Magnetom Prisma 3T MRI scanner (Siemens Healthcare GmbH, Erlangen, Germany) with the sta",T1w;T2w;FLAIR;DWI;SWI,Expert reader consensus,ADNI;OASIS;UK Biobank;UK biobank,yes,full text,2023 - Automatic brain MRI motion artifact detection based on end-to-end deep learning is similarly effective as traditional ma - PMID 37263108.md
S194,,10.1109/tmi.2022.3217725,2023,IEEE Transactions on Medical Imaging,Fetal MRI by Robust Deep Generative Prior Reconstruction and Diffeomorphic Registration,Diagnostic accuracy / reader study,Generative (GAN/diffusion/VAE);Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE);Observer / reader study,Motion degradation,not reported,,SWI,Stated ground truth (unspecified),,not stated,full text,2023 - Fetal MRI by Robust Deep Generative Prior Reconstruction and Diffeomorphic Registration - IEEEXPLORE 9931156.md
S195,37976548,10.1088/1361-6560/ad0ddc,2023,Physics in medicine and biology,Mitigating misalignment in MRI-to-CT synthesis for improved synthetic CT generation: an iterative refinement and knowledge distillation approach.,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),Pixel-wise metrics (PSNR/SSIM/NRMSE),Hallucination / fidelity / instability,3T,"sing immobilization fixation devices. MR images were acquired using a 3T MR scanner (DISCOVERY MR750w, GE Medical System, Milwaukee WI), incor",T1w;T2w,Not stated,,not stated,full text,2023 - Mitigating misalignment in MRI-to-CT synthesis for improved synthetic CT generation an iterative refinement and knowledg - PMID 37976548.md
S196,37010491,10.1002/mrm.29642,2023,Magnetic resonance in medicine,Pushing the limits of low-cost ultra-low-field MRI by dual-acquisition deep learning 3D superresolution.,Algorithmic / methodological reconstruction study,Super-resolution,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),3T,brain imaging through deep learning of large-scale publicly available 3T brain data. METHODS: A dual-acquisition 3D superresolution model is,T1w;T2w;FLAIR;DWI;SWI,Expert reader consensus,HCP;Human Connectome;UK Biobank;UK biobank;fastMRI,not stated,full text,2023 - Pushing the limits of low-cost ultra-low-field MRI by dual-acquisition deep learning 3D superresolution. - PMID 37010491.md
S197,37604079,10.1016/j.neunet.2023.08.004,2023,Neural networks : the official journal of the International Neural Network Society,Sinogram upsampling using Primal-Dual UNet for undersampled CT and radial MRI reconstruction.,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Compressed sensing / parallel imaging,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),3T,ng the different hospitals at two different field strengths (1.5T and 3T).fferent hospitals at two different field strengths (1.5T and 3T).ere,T1w;T2w;DWI,Fully sampled acquisition,IXI;ixi,yes,full text,2023 - Sinogram upsampling using Primal-Dual UNet for undersampled CT and radial MRI reconstruction. - PMID 37604079.md
S198,38043105,10.1002/mp.16850,2024,Medical physics,A novel loss function to reproduce texture features for deep learning-based MRI-to-CT synthesis.,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),Pixel-wise metrics (PSNR/SSIM/NRMSE),Hallucination / fidelity / instability,3T,"512-pixel image size, and 3-mm slice thickness) and a single MR scan (3.0T MR, T1-FSE- Axial sequence, GE Healthcare) (834-ms repetition time,7.",FLAIR,Expert reader consensus,,yes,full text,2024 - A novel loss function to reproduce texture features for deep learning-based MRI-to-CT synthesis. - PMID 38043105.md
S199,37877463,10.1002/jmri.29088,2024,Journal of magnetic resonance imaging : JMRI,Deep Learning-Driven Transformation: A Novel Approach for Mitigating Batch Effects in Diffusion MRI Beyond Traditional Harmonization.,Diagnostic accuracy / reader study,Super-resolution,Pixel-wise metrics (PSNR/SSIM/NRMSE);Observer / reader study,Robustness / distribution shift,3T,TH/SEQUENCE: Seven MR scanners from four manufacturers with 1.5 T and 3 T magnetic field strengths. DWIs were acquired using spin-echo sequence,T2w;DWI,Expert reader consensus,,not stated,full text,2024 - Deep Learning-Driven Transformation A Novel Approach for Mitigating Batch Effects in Diffusion MRI Beyond Traditional Ha - PMID 37877463.md
S200,38808752,10.1002/nbm.5179,2024,NMR in biomedicine,Deep-learning-based motion correction using multichannel MRI data: a study using simulated artifacts in the fastMRI dataset.,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE),Motion degradation,not reported,,,Expert reader consensus,fastMRI,not stated,partial full text (truncated),2024 - Deep-learning-based motion correction using multichannel MRI data a study using simulated artifacts in the fastMRI datas - PMID 38808752.md
S201,37665773,10.1002/mp.16724,2024,Medical physics,GAN-based metal artifacts region inpainting in brain MRI imaging with reflective registration.,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs);Geometric / anatomical distortion,1.5T,"The scanning parameters were as follows:a magnetic field strength of 1.5 T,repetition time of 4.97 ms,TE of 2.46 ms,flip angle of 100<sup>◦</sup",T1w,Conventional/standard-of-care acquisition,,not stated,full text,2024 - GAN-based metal artifacts region inpainting in brain MRI imaging with reflective registration. - PMID 37665773.md
S202,37864370,10.1002/jmri.29072,2024,Journal of magnetic resonance imaging : JMRI,Handling Missing MRI Data in Brain Tumors Classification Tasks: Usage of Synthetic Images vs. Duplicate Images and Empty Images.,Diagnostic accuracy / reader study,Generative (GAN/diffusion/VAE),Pixel-wise metrics (PSNR/SSIM/NRMSE);Observer / reader study,Hallucination / fidelity / instability,3T,"FIELD STRENGTH/SEQUENCE: T1WI, T1WI+C, T2WI, and FLAIR images (1.5T/3.0T-MR), obtained from different suppliers. ASSESSMENT: Three image-to-i",T1w;T2w;FLAIR,Expert reader consensus,BRATS;BraTS;brats,yes,full text,2024 - Handling Missing MRI Data in Brain Tumors Classification Tasks Usage of Synthetic Images vs. Duplicate Images and Empty - PMID 37864370.md
S203,,10.1109/access.2024.3364699,2024,IEEE Access,HARA-GAN: Hybrid Attention and Relative Average Discriminator Based Generative Adversarial Network for MR Image Reconstruction,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Compressed sensing / parallel imaging,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),not reported,,,Fully sampled acquisition,,not stated,full text,2024 - HARA-GAN Hybrid Attention and Relative Average Discriminator Based Generative Adversarial Network for MR Image Reconstru - IEEEXPLORE 10431779.md
S204,39887812,10.1002/jmri.29682,2025,Journal of magnetic resonance imaging : JMRI,Application of Anti-Motion Ultra-Fast Quantitative MRI in Neurological Disorder Imaging: Insights From Huntington's Disease.,Algorithmic / methodological reconstruction study,Motion correction,,Motion degradation,3T,"d 27 healthy controls (male/female: 15/12). FIELD STRENGTH/SEQUENCE: 3.0 T. MOLED-T2 sequence, MOLED-T2* sequence, T2-weighted spin-echo sequenc",T1w;T2w;DWI;SWI,Conventional/standard-of-care acquisition,,not stated,full text,2025 - Application of Anti-Motion Ultra-Fast Quantitative MRI in Neurological Disorder Imaging Insights From Huntington's Disea - PMID 39887812.md
S205,39424209,10.1016/j.mri.2024.110252,2025,Magnetic resonance imaging,Bayesian merged utilization of GRAPPA and SENSE (BMUGS) for in-plane accelerated reconstruction increases fMRI detection power.,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging,,Artifacts (aliasing/ghosting/Gibbs),3T,iption An fMRI experiment on a single subject was conducted using a 3.0 T General Electric Signa LX magnetic resonance imager. This experiment,T1w;DWI,Fully sampled acquisition,human connectome,not stated,full text,2025 - Bayesian merged utilization of GRAPPA and SENSE (BMUGS) for in-plane accelerated reconstruction increases fMRI detection - PMID 39424209.md
S206,39290071,10.1002/mrm.30278,2025,Magnetic resonance in medicine,Denoising of dual-VENC PC-MRI with large high/low VENC ratios.,Algorithmic / methodological reconstruction study,Denoising,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),1.5T,"sequence of the 2D PC-MRI data was collected from 8 patients using a 1.5 T scanner (Philips Achieva) with VENCs of 150 _,_ 50 _,_ 37 _._ 5 cm/s.",,Stated ground truth (unspecified),,yes,full text,2025 - Denoising of dual-VENC PC-MRI with large high low VENC ratios. - PMID 39290071.md
S207,40436128,10.1016/j.neuroimage.2025.121297,2025,NeuroImage,Diffusion based multi-domain neuroimaging harmonization method with preservation of anatomical details.,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),Perceptual / learned metrics,Hallucination / fidelity / instability;Geometric / anatomical distortion,3T,m ABIDE II. ||EMC|ETH|GU|NYU| |---|---|---|---|---| |Field Strength|3T|3T|3T|3T| |Manufacture|GE|Philips|Siemens|Siemens| |Model|MR750|Achie,T1w;T2w;FLAIR,Stated ground truth (unspecified),ADNI;adni,not stated,full text,2025 - Diffusion based multi-domain neuroimaging harmonization method with preservation of anatomical details. - PMID 40436128.md
S208,40915097,10.1016/j.cmpb.2025.109045,2025,Computer methods and programs in biomedicine,Enhancing reconstruction-based out-of-distribution detection in brain MRI with model and metric ensembles.,Algorithmic / methodological reconstruction study,Self-supervised / unsupervised,Perceptual / learned metrics;Uncertainty estimation,Artifacts (aliasing/ghosting/Gibbs);Robustness / distribution shift,not reported,,,Stated ground truth (unspecified),,yes,full text,2025 - Enhancing reconstruction-based out-of-distribution detection in brain MRI with model and metric ensembles. - PMID 40915097.md
S209,39847946,10.1016/j.compbiomed.2025.109660,2025,Computers in biology and medicine,Guided reconstruction with conditioned diffusion models for unsupervised anomaly detection in brain MRIs.,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Self-supervised / unsupervised,,Hallucination / fidelity / instability;Robustness / distribution shift,not reported,,T1w;T2w;FLAIR,Stated ground truth (unspecified),BRATS;BraTS;IXI;brats;ixi,yes,full text,2025 - Guided reconstruction with conditioned diffusion models for unsupervised anomaly detection in brain MRIs. - PMID 39847946.md
S210,40275620,10.1002/mrm.30512,2025,Magnetic resonance in medicine,Higher spatial resolution and sensitivity in whole brain functional MRI at 7T using 3D EPI accelerated with variable density CAIPI sampling and temporal random walk.,Algorithmic / methodological reconstruction study,Compressed sensing / parallel imaging,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),7T,r spatial resolution and sensitivity in whole brain functional MRI at 7T using 3D EPI accelerated with variable density CAIPI sampling and tem,T1w;T2w;SWI,Not stated,,yes,full text,2025 - Higher spatial resolution and sensitivity in whole brain functional MRI at 7T using 3D EPI accelerated with variable den - PMID 40275620.md
S211,39233495,10.1002/mrm.30266,2025,Magnetic resonance in medicine,Motion and temporal B0-shift corrections for QSM and R 2 * mapping using dual-echo spiral navigators and conjugate-phase reconstruction.,Algorithmic / methodological reconstruction study,Motion correction,,Motion degradation;Artifacts (aliasing/ghosting/Gibbs),7T,"z (Figure 6A,B), which was similar to what was reported previously at 7 T and suggests that the effect of the B0 shift cannot be ignored at 3 T",T1w;SWI,Fully sampled acquisition,,not stated,full text,2025 - Motion and temporal B0-shift corrections for QSM and R 2 mapping using dual-echo spiral navigators and conjugate-phase r - PMID 39233495.md
S212,40089979,10.1002/mp.17747,2025,Medical physics,Quantitative susceptibility mapping via deep neural networks with iterative reverse concatenations and recurrent modules.,Algorithmic / methodological reconstruction study,Physics-based / unrolled,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs);Hallucination / fidelity / instability,3T,f 24×36×20 for network training. The full-sized data were acquired at 3T with 1 mm isotropic resolution and reconstructed using traditional,SWI,Stated ground truth (unspecified),,yes,full text,2025 - Quantitative susceptibility mapping via deep neural networks with iterative reverse concatenations and recurrent modules - PMID 40089979.md
S213,40639972,10.3174/ajnr.a8728,2025,AJNR. American journal of neuroradiology,Slice-to-Volume Reconstruction of Fetal Brain MR Imaging in Clinical Practice.,Diagnostic accuracy / reader study,Motion correction,Observer / reader study,Motion degradation,1.5T,t was waived. #### Scanning Parameters Imaging was performed on a 1.5T MRI scanner (Ingenia; Philips Healthcare). The body coil was used for,T2w;SWI,Expert reader consensus,,yes,full text,2025 - Slice-to-Volume Reconstruction of Fetal Brain MR Imaging in Clinical Practice. - PMID 40639972.md
S214,,10.1007/s10586-026-06180-z,2026,Cluster Computing,Bald Uakari Algorithm: a novel nature-inspired metaheuristic for missing pixel imputation in medical images,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),Pixel-wise metrics (PSNR/SSIM/NRMSE),,not reported,,T1w;T2w;FLAIR,Conventional/standard-of-care acquisition,BRATS;BraTS,not stated,full text,2026 - Bald Uakari Algorithm a novel nature-inspired metaheuristic for missing pixel imputation in medical images - SPRINGER 10.1007_s10586-026-06180-z.md
S215,40758495,10.1109/tmi.2025.3595421,2026,IEEE transactions on medical imaging,Diff-Def: Diffusion-Generated Deformation Fields for Conditional Atlases.,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE),Pixel-wise metrics (PSNR/SSIM/NRMSE);Perceptual / learned metrics,Hallucination / fidelity / instability,not reported,,T1w,Conventional/standard-of-care acquisition,UK Biobank,yes,full text,2026 - Diff-Def Diffusion-Generated Deformation Fields for Conditional Atlases. - PMID 40758495.md
S216,41794343,10.1016/j.mri.2026.110656,2026,Magnetic resonance imaging,Improved image quality and reduced acquisition time in brain MRI using deep learning-based reconstruction: A quantitative and subjective assessment compared to standard MPRAGE in 0.55 T MRI.,Diagnostic accuracy / reader study,Physics-based / unrolled;Compressed sensing / parallel imaging,Pixel-wise metrics (PSNR/SSIM/NRMSE);Observer / reader study,Artifacts (aliasing/ghosting/Gibbs),3T,"lthy volunteers in different body regions utilizing routine 1.5 T and 3 T scanners (MAGNETOM scanners, Siemens Healthineers, Forchheim, Germany",T1w;T2w;FLAIR;DWI,Fully sampled acquisition,fastMRI,not stated,full text,2026 - Improved image quality and reduced acquisition time in brain MRI using deep learning-based reconstruction A quantitative - PMID 41794343.md
S217,40945172,10.1016/j.media.2025.103763,2026,Medical image analysis,IterMask3D: Unsupervised anomaly detection and segmentation with test-time iterative mask refinement in 3D brain MRI.,Algorithmic / methodological reconstruction study,Self-supervised / unsupervised,,Artifacts (aliasing/ghosting/Gibbs);Hallucination / fidelity / instability,not reported,,T1w;T2w;FLAIR;SWI,Stated ground truth (unspecified),ADNI;BRATS;BraTS;OASIS;adni;brats,yes,full text,2026 - IterMask3D Unsupervised anomaly detection and segmentation with test-time iterative mask refinement in 3D brain MRI. - PMID 40945172.md
S218,,10.1109/tmi.2026.3673956,2026,IEEE Transactions on Medical Imaging,Learning Fourier-Constrained Diffusion Bridges for MRI Reconstruction,Algorithmic / methodological reconstruction study,Generative (GAN/diffusion/VAE);Physics-based / unrolled;Compressed sensing / parallel imaging,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),not reported,,FLAIR,Fully sampled acquisition,FASTMRI;FastMRI;IXI;fastMRI;ixi,yes,full text,2026 - Learning Fourier-Constrained Diffusion Bridges for MRI Reconstruction - IEEEXPLORE 11433825.md
S219,,10.3390/magnetochemistry12010014,2026,MAGNETOCHEMISTRY,Simulation Data-Based Dual Domain Network (Sim-DDNet) for Motion Artifact Reduction in MR Images,Algorithmic / methodological reconstruction study,Physics-based / unrolled;Motion correction,Pixel-wise metrics (PSNR/SSIM/NRMSE),Motion degradation;Hallucination / fidelity / instability,3T,"nner vendors, imaging protocols, and field strengths (e.g., 1.5 T and 3.0 T), to more systematically assess clinical applicability and generaliza",T2w,Expert reader consensus,ADNI;adni,not stated,full text,2026 - Simulation Data-Based Dual Domain Network (Sim-DDNet) for Motion Artifact Reduction in MR Images - WEBOFSCIENCE WOS_001670889700001.md
S220,,10.1109/access.2026.3712275,2026,IEEE Access,Technical Feasibility of an Efficient Deep Learning-Based Super-Resolution Method for 3D MR Angiography,Algorithmic / methodological reconstruction study,Super-resolution,Pixel-wise metrics (PSNR/SSIM/NRMSE),Artifacts (aliasing/ghosting/Gibbs),7T,"–<br>3625. doi: 10.1109/WACV45572.2020.9093603.| ||<br>angiography at 7 Tesla,”_Sci. Rep._, vol. 12, no. 1, p. 20306,<br>|[19]|A. Dosovitskiy_et al",,Stated ground truth (unspecified),,yes,full text,2026 - Technical Feasibility of an Efficient Deep Learning-Based Super-Resolution Method for 3D MR Angiography - IEEEXPLORE 11603351.md
